model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|159|159|624558,4,0.7847891300916672,0.650808572769165,0.19967030361294746,0.839822843670845,0.7530065327882767,0.792559415102005,0.759528535604477
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|183|463|1960285,3,0.7257027626037598,0.5920293827851614,0.1399538218975067,0.8560923536618551,0.7941050926844279,0.7928744753201803,0.7276095509529114
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|163|443|1881181,3,0.7335482041041056,0.6093696157137553,0.1461728165547053,0.8869438171386719,0.7816377480824789,0.7936877210934957,0.718887448310852
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Ti7Al_logtif.h5|674|1655|690234,3,0.6747596661249796,0.5664298435052236,0.08709903806447983,0.8699596126874288,0.6563742359479269,0.7938303351402283,0.7351119756698609
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Ti7Al_logtif.h5|244|1226|477357,3,0.6646392345428467,0.5926774342854818,0.07696205284446478,0.8006394505500793,0.6335515677928925,0.7938385804494222,0.6852914094924927
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|6|6|54274,27,0.7833954956796434,0.6651434534125857,0.19507031584227527,0.8516349792480469,0.7512653127864555,0.79416259571358,0.7182679653167725
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Al_deformed_LoG_logtif.h5|32|64|895895,23,0.7591105518133744,0.6231957259385482,0.17010356032330057,0.8737329451934152,0.7582805597263834,0.7945034944492838,0.728590476512909
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|192|472|2026576,3,0.7255330880482992,0.5859761238098145,0.13594570755958557,0.8778426249821981,0.7524560491243998,0.7947936852773031,0.7917051315307617
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|189|189|785586,6,0.7228993475437164,0.6119620054960251,0.13261298586924872,0.8895407716433207,0.7567747831344604,0.7951431771119436,0.6983897387981415
final_20260709-141342_augmented_spots_train_pin_e200_b10_lr0.0001_s1,?|Iron_deformed_logtif.h5|141|141|523753,3,0.7779694596926371,0.6484681566556295,0.18687090277671814,0.8576586842536926,0.7595680753389994,0.7955492734909058,0.7340384960174561
