model_display,performance_group,rank_within_group,sample_number,sample_name,spot_recognition_mean,dice_mean,iou_mean,rmse_mean,dataset
multi-output Tversky Loss lr 3e-04,worst,8,13620,sample_013620,0.4197134375572204,0.4686323404312134,0.3265223801136017,0.3469925224781036,Al_deformed_LoG
multi-output Tversky Loss lr 3e-04,worst,9,57275,sample_057275,0.4462604522705078,0.4782899022102356,0.4583866894245147,0.1293088793754577,Iron_deformed
multi-output Tversky Loss lr 3e-04,worst,10,77392,sample_077392,0.4481302201747894,0.4724611341953277,0.4477974772453308,0.1025978177785873,Ti7Al
multi-output Tversky Loss lr 5e-05,best,1,8710,sample_008710,0.9879474639892578,0.9968322515487672,0.993704319000244,0.0126325879245996,Al_big_grains
multi-output Tversky Loss lr 5e-05,best,2,49582,sample_049582,0.9804742336273192,0.997422993183136,0.9948596358299256,0.0262668244540691,IN718_twins
multi-output Tversky Loss lr 5e-05,best,3,49932,sample_049932,0.979271411895752,0.9957477450370787,0.9915322065353394,0.0287542510777711,IN718_twins
multi-output Tversky Loss lr 5e-05,best,4,51959,sample_051959,0.9775904417037964,0.9966505169868468,0.993323802947998,0.0324283353984355,IN718_twins
multi-output Tversky Loss lr 5e-05,best,5,47139,sample_047139,0.9774720668792723,0.9969373941421508,0.9938960075378418,0.0359896533191204,IN718_twins
multi-output Tversky Loss lr 5e-05,best,6,52976,sample_052976,0.976828932762146,0.9948940277099608,0.9898403882980348,0.0312034171074628,IN718_twins
multi-output Tversky Loss lr 5e-05,best,7,49592,sample_049592,0.9762284755706788,0.9968010187149048,0.9936237931251526,0.0320738777518272,IN718_twins
multi-output Tversky Loss lr 5e-05,best,8,49536,sample_049536,0.9762278199195862,0.9933384656906128,0.9867663383483888,0.0330255590379238,IN718_twins
multi-output Tversky Loss lr 5e-05,best,9,49720,sample_049720,0.9761090278625488,0.9984765648841858,0.9969589710235596,0.0329986400902271,IN718_twins
multi-output Tversky Loss lr 5e-05,best,10,52981,sample_052981,0.9754462242126464,0.9925523996353148,0.9852240681648254,0.0311800092458724,IN718_twins
multi-output Tversky Loss lr 5e-05,worst,1,30707,sample_030707,0.3693060874938965,0.4091435074806213,0.3462291955947876,0.2139687538146972,Al_small_grains
multi-output Tversky Loss lr 5e-05,worst,2,79887,sample_079887,0.4008423686027527,0.4439163506031036,0.3991453051567077,0.2005230039358139,Ti7Al
multi-output Tversky Loss lr 5e-05,worst,3,62268,sample_062268,0.4012372493743896,0.4561816453933716,0.3451168239116668,0.0873703956604003,Iron
multi-output Tversky Loss lr 5e-05,worst,4,57275,sample_057275,0.4142243564128876,0.4379200637340545,0.3895531892776489,0.1330085098743438,Iron_deformed
multi-output Tversky Loss lr 5e-05,worst,5,54505,sample_054505,0.4499862194061279,0.4742156565189361,0.4509602189064026,0.162866786122322,Iron_deformed
multi-output Tversky Loss lr 5e-05,worst,6,57772,sample_057772,0.4521781802177429,0.4749367237091064,0.4522661566734314,0.1790089905261993,Iron_deformed
multi-output Tversky Loss lr 5e-05,worst,7,75917,sample_075917,0.4529021382331848,0.5238937735557556,0.4296666383743286,0.1146684437990188,Ti7Al
multi-output Tversky Loss lr 5e-05,worst,8,48954,sample_048954,0.4602226018905639,0.5071631073951721,0.3402702212333679,0.3247276544570923,IN718_twins
multi-output Tversky Loss lr 5e-05,worst,9,72650,sample_072650,0.4701182246208191,0.4769538938999176,0.4559386968612671,0.0272258147597312,Ti7Al
multi-output Tversky Loss lr 5e-05,worst,10,25792,sample_025792,0.4715235531330108,0.548927903175354,0.3834646642208099,0.2749618291854858,Al
