model_display,dataset,n_samples_best_10,n_samples_worst_10,recognition_mean_best_10,recognition_mean_worst_10,recognition_min_best_10,recognition_min_worst_10,recognition_max_best_10,recognition_max_worst_10,dice_mean_best_10,dice_mean_worst_10,iou_mean_best_10,iou_mean_worst_10,rmse_mean_best_10,rmse_mean_worst_10,recognition_gap,dice_gap,iou_gap,rmse_improvement
multi-output Tversky Loss lr 1e-04,IN718_twins,10.0,10.0,0.9801879346370697,0.7517908811569214,0.9789482355117798,0.4389242529869079,0.9818862080574036,0.8322231769561768,0.9965783357620239,0.7826324105262756,0.9931852757930756,0.6685468196868897,0.026453045010566674,0.14378533065319057,0.22839705348014827,0.2139459252357483,0.3246384561061859,0.1173322856426239
multi-output Tversky Loss lr 1e-04,Iron,10.0,10.0,0.9626721203327179,0.6583412408828735,0.9596221446990968,0.5834491848945618,0.9676812887191772,0.7139638662338257,0.973853063583374,0.7397660136222839,0.9493094146251678,0.6162691622972488,0.02294871499761935,0.10178595893084999,0.3043308794498444,0.2340870499610901,0.333040252327919,0.07883724393323063
multi-output Tversky Loss lr 1e-04,Iron_deformed,10.0,10.0,0.9561532139778137,0.5811714679002762,0.9530205130577089,0.4219775199890136,0.959636688232422,0.6893264055252075,0.9677073538303376,0.6594741463661193,0.9375494182109833,0.5543549150228501,0.02431901115924116,0.16455531567335124,0.37498174607753754,0.30823320746421823,0.3831945031881332,0.1402363045141101
multi-output Tversky Loss lr 1e-04,Ti7Al,10.0,10.0,0.9688940286636353,0.47648068368434904,0.9651027917861938,0.38374924659729,0.9885547161102296,0.5776258707046509,0.9820823788642883,0.5014492630958557,0.9649540245532989,0.42119860649108887,0.01790432706475255,0.11105407439172263,0.49241334497928624,0.4806331157684326,0.5437554180622101,0.09314974732697008
multi-output Tversky Loss lr 3e-04,Al,10.0,10.0,0.9840860843658448,0.694024384021759,0.9823899269104004,0.478840172290802,0.9877820014953612,0.8019406199455261,0.9899168252944947,0.7371440976858139,0.9800863444805146,0.6524626553058624,0.01236161580309267,0.10413357932120555,0.29006170034408574,0.25277272760868075,0.3276236891746521,0.09177196351811288
multi-output Tversky Loss lr 3e-04,Al_big_grains,10.0,10.0,0.9821566045284271,0.49305843710899355,0.9787800908088684,0.3588160276412964,0.99232417345047,0.5868683457374573,0.9881258487701416,0.5258154243230819,0.9765956103801727,0.44800820052623747,0.01084743286482985,0.10301760081201787,0.48909816741943357,0.4623104244470597,0.5285874098539353,0.09217016794718802
multi-output Tversky Loss lr 3e-04,Al_deformed_LoG,10.0,10.0,0.9691897988319397,0.7457193374633789,0.9664704203605652,0.4197134375572204,0.97214537858963,0.8107936382293701,0.9736934959888458,0.8294297337532044,0.9489053606986999,0.7304883390665055,0.01345066558569665,0.1399289652705192,0.22347046136856075,0.1442637622356414,0.21841702163219445,0.12647829968482255
multi-output Tversky Loss lr 3e-04,Al_small_grains,10.0,10.0,0.9688884794712067,0.7298456072807312,0.9636785984039308,0.5057768821716309,0.9790743589401244,0.8006876707077026,0.9726592481136322,0.8533614635467529,0.9469977676868438,0.7646063059568405,0.015002871677279431,0.10296339746564623,0.23904287219047549,0.11929778456687934,0.1823914617300033,0.0879605257883668
multi-output Tversky Loss lr 3e-04,Cu,10.0,10.0,0.9575822174549102,0.5714680254459381,0.9506866931915284,0.4509087800979614,0.9715324640274048,0.6691768169403076,0.9578826308250428,0.7119528591632843,0.9195898354053498,0.5695088088512421,0.014872690197080318,0.26933725029230116,0.3861141920089721,0.24592977166175845,0.35008102655410767,0.25446456009522084
multi-output Tversky Loss lr 3e-04,IN718_twins,10.0,10.0,0.9896084427833557,0.6638503611087799,0.9884488582611084,0.517230749130249,0.9922705888748168,0.7577908039093018,0.996108204126358,0.6835661947727203,0.9922550916671753,0.5470756560564041,0.012550628557801192,0.1553975641727447,0.32575808167457576,0.31254200935363774,0.4451794356107712,0.1428469356149435
multi-output Tversky Loss lr 3e-04,Iron,10.0,10.0,0.9683180689811707,0.5532844364643097,0.9663488864898682,0.3118267953395843,0.9708306193351746,0.6325167417526245,0.9718093514442444,0.635073009133339,0.945414811372757,0.5358896240592003,0.01431204322725529,0.1326039338484406,0.415033632516861,0.33673634231090543,0.4095251873135567,0.11829189062118531
multi-output Tversky Loss lr 3e-04,Iron_deformed,10.0,10.0,0.9601329207420349,0.5643479555845261,0.9576916694641112,0.4462604522705078,0.9652308225631714,0.6771113872528076,0.9631898164749145,0.641464826464653,0.9290887594223023,0.5187624305486679,0.0147063885815441,0.16334063038229937,0.39578496515750883,0.32172499001026156,0.4103263288736344,0.14863424180075527
multi-output Tversky Loss lr 3e-04,Ti7Al,10.0,10.0,0.977916020154953,0.42910211384296415,0.9741626977920532,0.3666441142559051,0.9933354258537292,0.4731140434741974,0.9816330730915069,0.45892481207847596,0.9640948295593261,0.40200006067752836,0.00851466062013056,0.10839651413261883,0.5488139063119889,0.5227082610130309,0.5620947688817978,0.09988185351248827
multi-output Tversky Loss lr 5e-05,Al,10.0,10.0,0.9713730096817017,0.6339639812707901,0.9688889980316162,0.4715235531330108,0.9745937585830688,0.749822199344635,0.988800299167633,0.6981250315904617,0.9778896033763885,0.5848157912492752,0.03120911829173561,0.15106433294713495,0.3374090284109116,0.2906752675771713,0.39307381212711334,0.11985521465539933
multi-output Tversky Loss lr 5e-05,Al_big_grains,10.0,10.0,0.9693310260772705,0.5525632232427597,0.9649295210838318,0.4752432703971863,0.9879474639892578,0.6225721836090088,0.9846054077148437,0.6152147382497788,0.9697695910930634,0.5222966969013214,0.02431875094771381,0.11837760023772712,0.41676780283451076,0.36939066946506494,0.44747289419174197,0.0940588492900133
multi-output Tversky Loss lr 5e-05,Al_deformed_LoG,10.0,10.0,0.9541256487369537,0.7415680646896362,0.9508841037750244,0.6362438797950745,0.959391474723816,0.7863761186599731,0.9667694389820098,0.8021883726119995,0.9360048711299896,0.6774083435535431,0.02120431419461961,0.13139048889279362,0.2125575840473175,0.16458106637001035,0.2585965275764466,0.110186174698174
multi-output Tversky Loss lr 5e-05,Al_small_grains,10.0,10.0,0.9486960411071778,0.6787427961826324,0.9429019689559937,0.3693060874938965,0.9656538367271424,0.7705606818199158,0.9623233199119567,0.7413813948631287,0.9277621746063233,0.6320524990558625,0.03667009565979238,0.09150204770267006,0.2699532449245453,0.22094192504882804,0.2957096755504608,0.054831952042877684
multi-output Tversky Loss lr 5e-05,Cu,10.0,10.0,0.9303243517875671,0.6287937730550766,0.9213459491729736,0.474091500043869,0.9417616128921508,0.6875985860824585,0.937313437461853,0.7212944209575654,0.8827098488807679,0.5856587827205658,0.03428440950810905,0.1469000212848186,0.30153057873249056,0.21601901650428768,0.29705106616020205,0.11261561177670956
multi-output Tversky Loss lr 5e-05,IN718_twins,10.0,10.0,0.9771017730236053,0.647105461359024,0.9753690958023072,0.4602226018905639,0.9804742336273192,0.7562827467918396,0.9957680821418762,0.7218304812908173,0.9915798723697662,0.5742390513420105,0.03134789429605002,0.2221746131777763,0.3299963116645813,0.2739376008510589,0.4173408210277557,0.19082671888172625
multi-output Tversky Loss lr 5e-05,Iron,10.0,10.0,0.9478100717067719,0.5639086365699768,0.944649338722229,0.4012372493743896,0.9548996686935424,0.6440376043319702,0.9633767485618592,0.662822037935257,0.9295529186725616,0.5367305010557175,0.03130946103483434,0.1655356734991073,0.3839014351367951,0.3005547106266022,0.3928224176168441,0.13422621246427296
multi-output Tversky Loss lr 5e-05,Iron_deformed,10.0,10.0,0.9423554420471192,0.5746949344873429,0.9392771124839784,0.4142243564128876,0.9489316344261168,0.6735060214996338,0.9525503218173981,0.626690411567688,0.9097017645835876,0.5144774913787842,0.027654096856713238,0.16072354838252062,0.3676605075597763,0.32585991024971006,0.39522427320480347,0.13306945152580738
multi-output Tversky Loss lr 5e-05,Ti7Al,10.0,10.0,0.9570351421833039,0.4788481146097183,0.954413890838623,0.4008423686027527,0.9599206447601318,0.5391804575920105,0.9672319412231445,0.5265913993120194,0.9367998659610748,0.45085814893245696,0.018757641687989178,0.1065014280378818,0.47818702757358555,0.4406405419111251,0.4859417170286178,0.08774378634989263
