model_display,dataset,performance_group,rank_within_group,sample_name,spot_recognition_mean,dice_mean,iou_mean,rmse_mean
multi-output Tversky Loss batch 100,Al_deformed_LoG,worst 10,10,sample_015190,0.8141510486602783,0.8979262113571167,0.8161064386367798,0.1046151146292686
multi-output Tversky Loss batch 100,Al_small_grains,best 10,1,sample_030055,0.9778426885604858,0.97975754737854,0.9604767560958862,0.0101767061278224
multi-output Tversky Loss batch 100,Al_small_grains,best 10,2,sample_035302,0.9712388515472412,0.9761874675750732,0.953667163848877,0.0184579845517873
multi-output Tversky Loss batch 100,Al_small_grains,best 10,3,sample_032968,0.9654784202575684,0.9629462957382202,0.9287720918655396,0.0109243299812078
multi-output Tversky Loss batch 100,Al_small_grains,best 10,4,sample_035390,0.9645373225212096,0.9668701887130736,0.9361023902893066,0.0171880796551704
multi-output Tversky Loss batch 100,Al_small_grains,best 10,5,sample_033488,0.964497983455658,0.9687166810035706,0.93934565782547,0.0212322026491165
multi-output Tversky Loss batch 100,Al_small_grains,best 10,6,sample_032927,0.9644286632537842,0.966431200504303,0.935145616531372,0.014667353592813
multi-output Tversky Loss batch 100,Al_small_grains,best 10,7,sample_035279,0.9641385078430176,0.962775468826294,0.928423285484314,0.017460897564888
multi-output Tversky Loss batch 100,Al_small_grains,best 10,8,sample_031478,0.964038074016571,0.9713983535766602,0.9445295333862304,0.0234823413193225
multi-output Tversky Loss batch 100,Al_small_grains,best 10,9,sample_031581,0.9630751609802246,0.9670575857162476,0.9362242817878724,0.0175441056489944
multi-output Tversky Loss batch 100,Al_small_grains,best 10,10,sample_028101,0.9622737169265748,0.9614239931106568,0.925771176815033,0.0129497135058045
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,1,sample_030707,0.6169829368591309,0.6898278594017029,0.540486752986908,0.1655154228210449
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,2,sample_034420,0.7093874216079712,0.8639768362045288,0.7668745517730713,0.1437279284000396
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,3,sample_030954,0.7423855066299438,0.8170336484909058,0.7144542932510376,0.1179795861244201
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,4,sample_034563,0.7543017864227295,0.808333158493042,0.7008023262023926,0.0717840045690536
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,5,sample_029777,0.7576258778572083,0.884635329246521,0.8000446557998657,0.0456454455852508
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,6,sample_030152,0.7588052749633789,0.8106378316879272,0.6848434209823608,0.1163529381155967
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,7,sample_033929,0.7726926803588867,0.9040247201919556,0.8339181542396545,0.0442291051149368
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,8,sample_035491,0.7732128500938416,0.9077502489089966,0.8360463380813599,0.0578550361096859
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,9,sample_034293,0.7753660678863525,0.9125701785087584,0.8408663272857666,0.1757103204727172
multi-output Tversky Loss batch 100,Al_small_grains,worst 10,10,sample_029512,0.7814455032348633,0.9023783206939696,0.8239889740943909,0.0874319374561309
multi-output Tversky Loss batch 100,Cu,best 10,1,sample_042391,0.965489387512207,0.963156282901764,0.9289309978485109,0.0119560174643993
multi-output Tversky Loss batch 100,Cu,best 10,2,sample_043667,0.9568135142326356,0.954891562461853,0.91367769241333,0.0178627185523509
multi-output Tversky Loss batch 100,Cu,best 10,3,sample_040988,0.956268072128296,0.9547258615493774,0.9134113788604736,0.0144846681505441
multi-output Tversky Loss batch 100,Cu,best 10,4,sample_037001,0.9551892280578612,0.9487663507461548,0.9032478332519532,0.0079858833923935
multi-output Tversky Loss batch 100,Cu,best 10,5,sample_040279,0.9549410343170166,0.9530194997787476,0.9111101627349854,0.0153762139379978
multi-output Tversky Loss batch 100,Cu,best 10,6,sample_042097,0.95181405544281,0.9502654671669006,0.9054570198059082,0.0144741460680961
multi-output Tversky Loss batch 100,Cu,best 10,7,sample_043694,0.951045036315918,0.9513628482818604,0.9077224731445312,0.0257360562682151
multi-output Tversky Loss batch 100,Cu,best 10,8,sample_036661,0.950331687927246,0.9586327075958252,0.9205545783042908,0.0267342925071716
multi-output Tversky Loss batch 100,Cu,best 10,9,sample_039395,0.948237419128418,0.947717785835266,0.9007299542427064,0.0249456763267517
multi-output Tversky Loss batch 100,Cu,best 10,10,sample_044389,0.9479455351829528,0.9470176696777344,0.8995522856712341,0.0259797424077987
multi-output Tversky Loss batch 100,Cu,worst 10,1,sample_043225,0.4591814279556274,0.6444296836853027,0.4770469665527344,0.3784126043319702
multi-output Tversky Loss batch 100,Cu,worst 10,2,sample_035955,0.4969997107982635,0.6409932374954224,0.4811926782131195,0.2893435955047607
multi-output Tversky Loss batch 100,Cu,worst 10,3,sample_043627,0.5358149409294128,0.6950073838233948,0.5328457355499268,0.3618907928466797
multi-output Tversky Loss batch 100,Cu,worst 10,4,sample_036644,0.5954288244247437,0.7498372793197632,0.6035560369491577,0.2610373497009277
multi-output Tversky Loss batch 100,Cu,worst 10,5,sample_038308,0.6024265885353088,0.6823310852050781,0.5207839012145996,0.2281333208084106
multi-output Tversky Loss batch 100,Cu,worst 10,6,sample_038471,0.6669259071350098,0.7841063737869263,0.6642119884490967,0.1927245259284973
multi-output Tversky Loss batch 100,Cu,worst 10,7,sample_038938,0.6900204420089722,0.8457448482513428,0.7340249419212341,0.2003887891769409
multi-output Tversky Loss batch 100,Cu,worst 10,8,sample_040309,0.6966692209243774,0.8047980070114136,0.6924727559089661,0.0662774890661239
multi-output Tversky Loss batch 100,Cu,worst 10,9,sample_040254,0.7119253873825073,0.8346973657608032,0.7162923812866211,0.1546333283185959
multi-output Tversky Loss batch 100,Cu,worst 10,10,sample_039559,0.7159525156021118,0.8295798301696777,0.7178599238395691,0.0615954175591468
multi-output Tversky Loss batch 100,IN718_twins,best 10,1,sample_051959,0.9915772676467896,0.9950068593025208,0.9900659322738647,0.0074354009702801
multi-output Tversky Loss batch 100,IN718_twins,best 10,2,sample_045148,0.9906975030899048,0.9952847957611084,0.9906147718429564,0.0106684993952512
multi-output Tversky Loss batch 100,IN718_twins,best 10,3,sample_044855,0.9901940822601318,0.9946101903915404,0.9892793893814088,0.011503791436553
multi-output Tversky Loss batch 100,IN718_twins,best 10,4,sample_045737,0.9899208545684814,0.9956564903259276,0.9913512468338012,0.0116349644958972
multi-output Tversky Loss batch 100,IN718_twins,best 10,5,sample_049582,0.9896782636642456,0.9976895451545716,0.995389759540558,0.0106321740895509
multi-output Tversky Loss batch 100,IN718_twins,best 10,6,sample_045574,0.9888423085212708,0.993451714515686,0.9869908690452576,0.0128247141838073
multi-output Tversky Loss batch 100,IN718_twins,best 10,7,sample_048727,0.9885517358779908,0.9931364059448242,0.9863663911819458,0.0119762169197201
multi-output Tversky Loss batch 100,IN718_twins,best 10,8,sample_049319,0.988452672958374,0.9959644675254822,0.991977035999298,0.0135776037350296
multi-output Tversky Loss batch 100,IN718_twins,best 10,9,sample_050981,0.9879102110862732,0.9952616691589355,0.9905686378479004,0.0139148263260722
multi-output Tversky Loss batch 100,IN718_twins,best 10,10,sample_051001,0.987704575061798,0.9949807524681092,0.9900116920471193,0.0091660255566239
multi-output Tversky Loss batch 100,IN718_twins,worst 10,1,sample_050363,0.5515873432159424,0.5609957575798035,0.4382330477237701,0.2135911434888839
multi-output Tversky Loss batch 100,IN718_twins,worst 10,2,sample_051923,0.7086687088012695,0.7834644317626953,0.6575517654418945,0.2286756783723831
multi-output Tversky Loss batch 100,IN718_twins,worst 10,3,sample_045072,0.7994452714920044,0.8402842283248901,0.7250666618347168,0.1043478846549987
multi-output Tversky Loss batch 100,IN718_twins,worst 10,4,sample_047994,0.8005288243293762,0.8756985664367676,0.782564640045166,0.1598166227340698
multi-output Tversky Loss batch 100,IN718_twins,worst 10,5,sample_051730,0.8086893558502197,0.8380512595176697,0.7214686870574951,0.0891429632902145
multi-output Tversky Loss batch 100,IN718_twins,worst 10,6,sample_048194,0.8337665796279907,0.88633793592453,0.8140133619308472,0.1283368468284607
multi-output Tversky Loss batch 100,IN718_twins,worst 10,7,sample_045047,0.8374098539352417,0.919514775276184,0.8516099452972412,0.1069818139076232
multi-output Tversky Loss batch 100,IN718_twins,worst 10,8,sample_044764,0.8606924414634705,0.935508131980896,0.8794524669647217,0.0984181836247444
multi-output Tversky Loss batch 100,IN718_twins,worst 10,9,sample_050878,0.862075924873352,0.8954317569732666,0.8135258555412292,0.1340740770101547
multi-output Tversky Loss batch 100,IN718_twins,worst 10,10,sample_047509,0.8684287667274475,0.921847939491272,0.8550615310668945,0.0868263989686966
multi-output Tversky Loss batch 100,Iron,best 10,1,sample_067355,0.9665236473083496,0.9661717414855956,0.9346201419830322,0.0145757626742124
multi-output Tversky Loss batch 100,Iron,best 10,2,sample_063988,0.9654849171638488,0.9628536701202391,0.9290018677711488,0.0112066259607672
multi-output Tversky Loss batch 100,Iron,best 10,3,sample_069012,0.9638271331787108,0.9601600170135498,0.9233767986297609,0.0107529275119304
multi-output Tversky Loss batch 100,Iron,best 10,4,sample_064046,0.9627512097358704,0.9748748540878296,0.9510016441345216,0.0267265737056732
multi-output Tversky Loss batch 100,Iron,best 10,5,sample_070535,0.9624922275543212,0.963657557964325,0.9304860830307008,0.0095801139250397
multi-output Tversky Loss batch 100,Iron,best 10,6,sample_069933,0.962101936340332,0.9645267724990844,0.9315689206123352,0.0168197136372327
multi-output Tversky Loss batch 100,Iron,best 10,7,sample_064668,0.9615058302879332,0.9643174409866332,0.9311316013336182,0.0151619873940944
multi-output Tversky Loss batch 100,Iron,best 10,8,sample_069731,0.9614642858505248,0.9567060470581056,0.9179129600524902,0.0085530132055282
multi-output Tversky Loss batch 100,Iron,best 10,9,sample_064309,0.9614018201828004,0.9649678468704224,0.932307779788971,0.0201787836849689
multi-output Tversky Loss batch 100,Iron,best 10,10,sample_069619,0.9611737728118896,0.9577744603157043,0.9196082949638368,0.0146326441317796
multi-output Tversky Loss batch 100,Iron,worst 10,1,sample_066140,0.4597511291503906,0.6035915017127991,0.4632285237312317,0.2518101930618286
multi-output Tversky Loss batch 100,Iron,worst 10,2,sample_062500,0.471425712108612,0.4725615084171295,0.4479778110980987,0.0252464618533849
multi-output Tversky Loss batch 100,Iron,worst 10,3,sample_064733,0.5013328790664673,0.5926182270050049,0.4454436898231506,0.2089297473430633
multi-output Tversky Loss batch 100,Iron,worst 10,4,sample_067665,0.5100921988487244,0.5040206909179688,0.4760172963142395,0.0186456013470888
multi-output Tversky Loss batch 100,Iron,worst 10,5,sample_068992,0.5488934516906738,0.6465790867805481,0.5164492726325989,0.2243274003267288
multi-output Tversky Loss batch 100,Iron,worst 10,6,sample_062408,0.5575140714645386,0.666921854019165,0.5184280872344971,0.3297508955001831
multi-output Tversky Loss batch 100,Iron,worst 10,7,sample_066954,0.5630477666854858,0.7133879661560059,0.5694080591201782,0.1890096664428711
multi-output Tversky Loss batch 100,Iron,worst 10,8,sample_062506,0.57590651512146,0.7052327394485474,0.5458418130874634,0.222573697566986
multi-output Tversky Loss batch 100,Iron,worst 10,9,sample_066538,0.5859677791595459,0.6808946132659912,0.5973355770111084,0.1149680167436599
multi-output Tversky Loss batch 100,Iron,worst 10,10,sample_070356,0.5977327823638916,0.7352311611175537,0.6229482889175415,0.2398940920829773
multi-output Tversky Loss batch 100,Iron_deformed,best 10,1,sample_053335,0.9635255336761476,0.9651726484298706,0.9326896667480468,0.009581658989191
multi-output Tversky Loss batch 100,Iron_deformed,best 10,2,sample_055414,0.9632471203804016,0.9606664776802064,0.9243636727333068,0.0137026514858007
multi-output Tversky Loss batch 100,Iron_deformed,best 10,3,sample_054288,0.9612683653831482,0.9568811655044556,0.9174035787582396,0.0107049811631441
multi-output Tversky Loss batch 100,Iron_deformed,best 10,4,sample_060043,0.9609009623527528,0.963108777999878,0.929061770439148,0.009704940021038
multi-output Tversky Loss batch 100,Iron_deformed,best 10,5,sample_057584,0.9573380351066588,0.962652623653412,0.9279962778091432,0.0116919744759798
multi-output Tversky Loss batch 100,Iron_deformed,best 10,6,sample_060126,0.9571679830551147,0.9529687166213988,0.9107786417007446,0.0099003445357084
multi-output Tversky Loss batch 100,Iron_deformed,best 10,7,sample_062042,0.9562467336654664,0.9534358978271484,0.9111285209655762,0.0119135845452547
multi-output Tversky Loss batch 100,Iron_deformed,best 10,8,sample_055971,0.9550638794898988,0.9558740854263306,0.915495991706848,0.0098165636882185
multi-output Tversky Loss batch 100,Iron_deformed,best 10,9,sample_060940,0.954641044139862,0.9569565057754515,0.9175541400909424,0.0227978136390447
multi-output Tversky Loss batch 100,Iron_deformed,best 10,10,sample_056629,0.9543246030807496,0.9501445293426514,0.9050531983375548,0.0136905098333954
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,1,sample_061591,0.5188913345336914,0.5852669477462769,0.4302359223365783,0.2297269999980926
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,2,sample_056275,0.5208084583282471,0.6151683330535889,0.5273087024688721,0.1721290349960327
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,3,sample_058762,0.5979832410812378,0.6762831807136536,0.5152990221977234,0.1501394808292389
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,4,sample_061725,0.6101078987121582,0.7043651342391968,0.5437533855438232,0.2095033526420593
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,5,sample_054487,0.6522495746612549,0.7528945207595825,0.6052724123001099,0.1620411574840545
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,6,sample_059722,0.6761831045150757,0.7642958164215088,0.6592227220535278,0.078336976468563
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,7,sample_060601,0.7046788930892944,0.7661100625991821,0.6361211538314819,0.1593918949365615
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,8,sample_061143,0.7208034992218018,0.8326923251152039,0.7285280823707581,0.1519988179206848
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,9,sample_059962,0.7239366769790649,0.9069263935089112,0.8297101259231567,0.2056044787168502
multi-output Tversky Loss batch 100,Iron_deformed,worst 10,10,sample_060839,0.7293177247047424,0.7789322137832642,0.6379108428955078,0.0919914692640304
multi-output Tversky Loss batch 100,Ti7Al,best 10,1,sample_079138,0.9917397499084472,0.992476224899292,0.985175609588623,0.0027805995196104
multi-output Tversky Loss batch 100,Ti7Al,best 10,2,sample_071760,0.9754207134246826,0.9778757095336914,0.9568569660186768,0.0075667221099138
multi-output Tversky Loss batch 100,Ti7Al,best 10,3,sample_073407,0.9746923446655272,0.975127935409546,0.9516180753707886,0.0067731644958257
multi-output Tversky Loss batch 100,Ti7Al,best 10,4,sample_074943,0.9734940528869628,0.9746906757354736,0.9506494998931884,0.0106191635131835
multi-output Tversky Loss batch 100,Ti7Al,best 10,5,sample_078172,0.9689480066299438,0.9754880666732788,0.9521531462669371,0.0084317829459905
multi-output Tversky Loss batch 100,Ti7Al,best 10,6,sample_078873,0.968594253063202,0.968392252922058,0.9388992786407472,0.0077069485560059
multi-output Tversky Loss batch 100,Ti7Al,best 10,7,sample_076694,0.9681832790374756,0.9674437046051024,0.9369614124298096,0.0097729358822107
multi-output Tversky Loss batch 100,Ti7Al,best 10,8,sample_079366,0.9676771759986876,0.9770835041999816,0.9552223682403564,0.0140235116705298
multi-output Tversky Loss batch 100,Ti7Al,best 10,9,sample_073962,0.9673061966896056,0.9650131464004515,0.9326211214065552,0.0116511266678571
multi-output Tversky Loss batch 100,Ti7Al,best 10,10,sample_075733,0.9663822650909424,0.968646764755249,0.9392520189285278,0.0054409950971603
multi-output Tversky Loss batch 100,Ti7Al,worst 10,1,sample_075058,0.3340478539466858,0.3624205589294433,0.2790720760822296,0.1076779514551162
multi-output Tversky Loss batch 100,Ti7Al,worst 10,2,sample_071488,0.3670296669006347,0.4114591479301452,0.3472183644771576,0.144135519862175
multi-output Tversky Loss batch 100,Ti7Al,worst 10,3,sample_078397,0.3944602310657501,0.4544465243816376,0.3465172052383423,0.1511303335428238
multi-output Tversky Loss batch 100,Ti7Al,worst 10,4,sample_079887,0.4036193192005157,0.4561793506145477,0.3797919750213623,0.2065124064683914
multi-output Tversky Loss batch 100,Ti7Al,worst 10,5,sample_075707,0.4195097386837005,0.456655889749527,0.3470328748226166,0.1102242767810821
multi-output Tversky Loss batch 100,Ti7Al,worst 10,6,sample_073101,0.4482717514038086,0.4553113579750061,0.417955607175827,0.061956375837326
multi-output Tversky Loss batch 100,Ti7Al,worst 10,7,sample_076790,0.4641006886959076,0.4659629464149475,0.4222999811172485,0.0278724208474159
multi-output Tversky Loss batch 100,Ti7Al,worst 10,8,sample_073381,0.4791576862335205,0.4757258892059326,0.4536995887756347,0.0237462744116783
multi-output Tversky Loss batch 100,Ti7Al,worst 10,9,sample_078217,0.479608416557312,0.4831041991710663,0.4610146284103393,0.035025417804718
multi-output Tversky Loss batch 100,Ti7Al,worst 10,10,sample_072650,0.4811365604400635,0.4821788966655731,0.4655844271183014,0.0188563279807567
multi-output Tversky Loss batch 20,Al,best 10,1,sample_023573,0.9837729334831238,0.9923080801963806,0.9847531914711,0.0142694469541311
multi-output Tversky Loss batch 20,Al,best 10,2,sample_019073,0.9833187460899352,0.992110788822174,0.9843575954437256,0.0152561087161302
multi-output Tversky Loss batch 20,Al,best 10,3,sample_024836,0.9823135137557985,0.991982638835907,0.984095335006714,0.0145266531035304
multi-output Tversky Loss batch 20,Al,best 10,4,sample_026637,0.9817476868629456,0.995713472366333,0.9914641976356506,0.0291877537965774
multi-output Tversky Loss batch 20,Al,best 10,5,sample_024743,0.9817415475845336,0.9918867349624634,0.9839075803756714,0.0171651896089315
multi-output Tversky Loss batch 20,Al,best 10,6,sample_022285,0.9813618659973145,0.9910942316055298,0.9823458194732666,0.0172095485031604
multi-output Tversky Loss batch 20,Al,best 10,7,sample_025254,0.9812166690826416,0.9876760840415956,0.975740909576416,0.0170090496540069
multi-output Tversky Loss batch 20,Al,best 10,8,sample_018971,0.9806995987892152,0.9890855550765992,0.9784350991249084,0.0166208706796169
multi-output Tversky Loss batch 20,Al,best 10,9,sample_018877,0.980476975440979,0.9881601333618164,0.9766180515289308,0.0212938524782657
multi-output Tversky Loss batch 20,Al,best 10,10,sample_024693,0.980010747909546,0.9923050403594972,0.984737515449524,0.0205731131136417
multi-output Tversky Loss batch 20,Al,worst 10,1,sample_026164,0.4680096805095672,0.4282849431037903,0.3437884747982025,0.1884136945009231
multi-output Tversky Loss batch 20,Al,worst 10,2,sample_019559,0.4716595411300659,0.4721717834472656,0.4472778737545013,0.0177230406552553
multi-output Tversky Loss batch 20,Al,worst 10,3,sample_018377,0.515666127204895,0.5708745718002319,0.4006087183952331,0.2207273244857788
multi-output Tversky Loss batch 20,Al,worst 10,4,sample_023095,0.5437117218971252,0.5495701432228088,0.3809097707271576,0.1962502598762512
multi-output Tversky Loss batch 20,Al,worst 10,5,sample_019424,0.5979518890380859,0.5335219502449036,0.4078083634376526,0.1172886416316032
multi-output Tversky Loss batch 20,Al,worst 10,6,sample_022520,0.6796810030937195,0.8598905801773071,0.7549681663513184,0.2116280198097229
multi-output Tversky Loss batch 20,Al,worst 10,7,sample_023798,0.7477262616157532,0.7846657633781433,0.6547400951385498,0.1973126828670501
multi-output Tversky Loss batch 20,Al,worst 10,8,sample_025384,0.7885147929191589,0.8462799787521362,0.7563844919204712,0.0147891314700245
multi-output Tversky Loss batch 20,Al,worst 10,9,sample_021881,0.7953987121582031,0.9545191526412964,0.9130932688713074,0.0804314315319061
multi-output Tversky Loss batch 20,Al,worst 10,10,sample_020404,0.8153190612792969,0.9745219945907592,0.9505241513252258,0.0614446252584457
multi-output Tversky Loss batch 20,Al_big_grains,best 10,1,sample_000043,0.9828872084617616,0.9905169010162354,0.9812149405479432,0.0156294833868742
multi-output Tversky Loss batch 20,Al_big_grains,best 10,2,sample_000600,0.9779035449028016,0.992461323738098,0.985040247440338,0.027895301580429
multi-output Tversky Loss batch 20,Al_big_grains,best 10,3,sample_000240,0.9772040843963624,0.9869436621665956,0.9742521047592164,0.0180954709649086
multi-output Tversky Loss batch 20,Al_big_grains,best 10,4,sample_004311,0.9771758317947388,0.9819172620773317,0.9644874334335328,0.0155954975634813
multi-output Tversky Loss batch 20,Al_big_grains,best 10,5,sample_003374,0.9771128296852112,0.9880741834640504,0.9764339923858644,0.0158961880952119
multi-output Tversky Loss batch 20,Al_big_grains,best 10,6,sample_008799,0.9767001867294312,0.9819198846817015,0.964490294456482,0.0105247125029563
multi-output Tversky Loss batch 20,Al_big_grains,best 10,7,sample_005907,0.9765469431877136,0.981696367263794,0.96409273147583,0.0126936808228492
multi-output Tversky Loss batch 20,Al_big_grains,best 10,8,sample_007968,0.976238250732422,0.9874772429466248,0.9752646684646606,0.0231740698218345
multi-output Tversky Loss batch 20,Al_big_grains,best 10,9,sample_002788,0.9760414958000184,0.9834461212158204,0.9676547050476074,0.0110448505729436
multi-output Tversky Loss batch 20,Al_big_grains,best 10,10,sample_000116,0.97597998380661,0.9865720868110656,0.973586916923523,0.0150129403918981
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,1,sample_000239,0.3997154831886291,0.456502616405487,0.3320939540863037,0.2682505846023559
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,2,sample_000357,0.4284441173076629,0.4257580637931824,0.2730961143970489,0.1128992587327957
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,3,sample_003958,0.4763529300689697,0.4795351326465606,0.4606796205043793,0.0620600171387195
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,4,sample_001810,0.4816069602966308,0.4685442149639129,0.4408120512962341,0.0480861999094486
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,5,sample_000445,0.4869411289691925,0.4879086315631866,0.4763882458209991,0.0780979394912719
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,6,sample_008710,0.5439832210540771,0.4009304940700531,0.3346277177333832,0.0470981635153293
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,7,sample_000790,0.5520843267440796,0.5815327763557434,0.4714030027389526,0.1620815098285675
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,8,sample_002862,0.5952610969543457,0.6848469376564026,0.5528854727745056,0.1328825205564499
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,9,sample_007853,0.6076512336730957,0.7884852290153503,0.6618666648864746,0.2144113928079605
multi-output Tversky Loss batch 20,Al_big_grains,worst 10,10,sample_007825,0.62355637550354,0.7713062763214111,0.6278405785560608,0.1456248760223388
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,1,sample_009474,0.9720988273620604,0.9748828411102296,0.9510520696640016,0.0133329685777425
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,2,sample_009695,0.971218764781952,0.9754287004470824,0.95205557346344,0.0153073780238628
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,3,sample_014314,0.9703820943832396,0.9722429513931274,0.9461370706558228,0.0109397256746888
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,4,sample_014924,0.969307780265808,0.9774580001831056,0.955946683883667,0.012877925299108
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,5,sample_017173,0.9692202806472778,0.9739423990249634,0.9493593573570251,0.0107504501938819
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,6,sample_011086,0.9670623540878296,0.9754858016967772,0.9523181915283204,0.0191004425287246
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,7,sample_017010,0.9663100242614746,0.9703904986381532,0.9427958726882936,0.0098374392837286
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,8,sample_009394,0.9659857153892516,0.9663560390472412,0.9349024295806884,0.0152820143848657
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,9,sample_014777,0.9659830331802368,0.9748237729072572,0.9510045647621156,0.0124533362686634
multi-output Tversky Loss batch 20,Al_deformed_LoG,best 10,10,sample_013049,0.9642082452774048,0.9721193313598632,0.9459877014160156,0.0172253474593162
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,1,sample_017200,0.580787718296051,0.5937004089355469,0.4447962045669555,0.241465538740158
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,2,sample_015644,0.7308328151702881,0.8071759939193726,0.6776845455169678,0.1336753666400909
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,3,sample_010066,0.7517386674880981,0.8870834112167358,0.7970808744430542,0.179328441619873
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,4,sample_013435,0.7664257884025574,0.836857795715332,0.7196962833404541,0.1107379123568534
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,5,sample_010809,0.8029651641845703,0.833696186542511,0.7159801721572876,0.064425028860569
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,6,sample_015385,0.8114210367202759,0.8871486186981201,0.7977941036224365,0.1340539455413818
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,7,sample_016560,0.8213950395584106,0.960397720336914,0.9238256216049194,0.0893171206116676
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,8,sample_010082,0.8214297890663147,0.9211018085479736,0.8537863492965698,0.1221145242452621
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,9,sample_012855,0.8228305578231812,0.913928747177124,0.8417099714279175,0.1026916280388832
multi-output Tversky Loss batch 20,Al_deformed_LoG,worst 10,10,sample_013686,0.8244771361351013,0.8795473575592041,0.7883615493774414,0.1019384413957595
multi-output Tversky Loss batch 20,Al_small_grains,best 10,1,sample_030055,0.9771547317504884,0.982047200202942,0.964863896369934,0.0135436188429594
multi-output Tversky Loss batch 20,Al_small_grains,best 10,2,sample_032968,0.9700229167938232,0.9725461006164552,0.946857452392578,0.0133710447698831
multi-output Tversky Loss batch 20,Al_small_grains,best 10,3,sample_035302,0.9692258834838868,0.978451132774353,0.9579622149467468,0.024480827152729
multi-output Tversky Loss batch 20,Al_small_grains,best 10,4,sample_031478,0.9680393934249878,0.9785427451133728,0.958099365234375,0.0245977789163589
multi-output Tversky Loss batch 20,Al_small_grains,best 10,5,sample_028101,0.9632388353347778,0.9639827013015748,0.930511713027954,0.0131427235901355
multi-output Tversky Loss batch 20,Al_small_grains,best 10,6,sample_026819,0.9629594087600708,0.963871955871582,0.930268168449402,0.0207305774092674
multi-output Tversky Loss batch 20,Al_small_grains,best 10,7,sample_030962,0.9620681405067444,0.9705358743667604,0.9433915615081788,0.0167357809841632
multi-output Tversky Loss batch 20,Al_small_grains,best 10,8,sample_035279,0.9620363116264344,0.9622752666473388,0.9274622201919556,0.0203044675290584
multi-output Tversky Loss batch 20,Al_small_grains,best 10,9,sample_035390,0.9617130756378174,0.9692022800445556,0.9403764605522156,0.0231164414435625
multi-output Tversky Loss batch 20,Al_small_grains,best 10,10,sample_032451,0.961314618587494,0.96644127368927,0.935084581375122,0.02234623208642
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,1,sample_028382,0.7275545001029968,0.7962064743041992,0.685544490814209,0.0906584709882736
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,2,sample_034420,0.7447777390480042,0.8748499155044556,0.7814583778381348,0.1237546950578689
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,3,sample_029777,0.7601610422134399,0.885809600353241,0.8003880977630615,0.0332902669906616
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,4,sample_027037,0.7731915712356567,0.8923836946487427,0.8064326643943787,0.1463997364044189
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,5,sample_033929,0.7839915752410889,0.9158035516738892,0.851662278175354,0.0258101336658
multi-output Tversky Loss batch 20,Al_small_grains,worst 10,6,sample_030152,0.7951295375823975,0.8362404704093933,0.726367712020874,0.0963454395532608
