model_display,dataset,performance_group,rank_within_group,sample_name,spot_recognition_mean,dice_mean,iou_mean,rmse_mean
multi-output Tversky Loss,Al,best 10,4,sample_023573,0.9793472290039062,0.9945234060287476,0.9891290068626404,0.0253711901605129
multi-output Tversky Loss,Al,best 10,5,sample_018065,0.9793045520782472,0.9936804175376892,0.987462878227234,0.0218164678663015
multi-output Tversky Loss,Al,best 10,6,sample_024827,0.9791672825813292,0.9955164194107056,0.991097092628479,0.0303596630692482
multi-output Tversky Loss,Al,best 10,7,sample_024743,0.9789773225784302,0.9945148825645448,0.9890934228897096,0.0242483951151371
multi-output Tversky Loss,Al,best 10,8,sample_024795,0.9785538911819458,0.9925580024719238,0.9852835536003112,0.0228950940072536
multi-output Tversky Loss,Al,best 10,9,sample_024920,0.978070855140686,0.9956884384155272,0.991417407989502,0.0236396342515945
multi-output Tversky Loss,Al,best 10,10,sample_017827,0.9780004024505616,0.9953119158744812,0.9906675815582277,0.0262225233018398
multi-output Tversky Loss,Al,worst 10,1,sample_018971,0.4732826948165893,0.448954313993454,0.298391729593277,0.1697543263435363
multi-output Tversky Loss,Al,worst 10,2,sample_019559,0.491008847951889,0.4991998970508575,0.4984023571014404,0.01704703271389
multi-output Tversky Loss,Al,worst 10,3,sample_024238,0.6419275999069214,0.6836059093475342,0.5243152976036072,0.1771373450756073
multi-output Tversky Loss,Al,worst 10,4,sample_018498,0.731726884841919,0.7808411717414856,0.6580079793930054,0.102659948170185
multi-output Tversky Loss,Al,worst 10,5,sample_026539,0.8181796669960022,0.9707708358764648,0.9442694187164308,0.0335194021463394
multi-output Tversky Loss,Al,worst 10,6,sample_024794,0.8308118581771851,0.9852304458618164,0.970954656600952,0.1104756668210029
multi-output Tversky Loss,Al,worst 10,7,sample_024055,0.8482580184936523,0.8922362327575684,0.8081974983215332,0.0553093701601028
multi-output Tversky Loss,Al,worst 10,8,sample_020404,0.8701921701431274,0.9785190224647522,0.9581580758094788,0.0409145876765251
multi-output Tversky Loss,Al,worst 10,9,sample_020703,0.8821656703948975,0.9804575443267822,0.9618414044380188,0.1120670884847641
multi-output Tversky Loss,Al,worst 10,10,sample_023511,0.8873751163482666,0.9499484300613404,0.9063519835472108,0.0417593382298946
multi-output Tversky Loss,Al_big_grains,best 10,1,sample_008710,0.990971863269806,0.9984952807426452,0.9969996213912964,0.0102431885898113
multi-output Tversky Loss,Al_big_grains,best 10,2,sample_006744,0.9772292375564576,0.9921978712081908,0.9845346212387084,0.017549280077219
multi-output Tversky Loss,Al_big_grains,best 10,3,sample_000240,0.9768708348274232,0.990451991558075,0.98109370470047,0.0216936282813549
multi-output Tversky Loss,Al_big_grains,best 10,4,sample_005907,0.9763263463974,0.9902222752571106,0.9806358814239502,0.0200796946883201
multi-output Tversky Loss,Al_big_grains,best 10,5,sample_007139,0.9762315154075624,0.990364909172058,0.980914831161499,0.0195475313812494
multi-output Tversky Loss,Al_big_grains,best 10,6,sample_002782,0.9761860966682434,0.9895578622817992,0.9793390035629272,0.0195162910968065
multi-output Tversky Loss,Al_big_grains,best 10,7,sample_000609,0.9751803874969482,0.9898033142089844,0.9799001216888428,0.0210334323346614
multi-output Tversky Loss,Al_big_grains,best 10,8,sample_001956,0.975158393383026,0.9927159547805786,0.9855571985244752,0.0253089964389801
multi-output Tversky Loss,Al_big_grains,best 10,9,sample_000672,0.9750216603279114,0.9883102178573608,0.9769515991210938,0.0125245889648795
multi-output Tversky Loss,Al_big_grains,best 10,10,sample_000082,0.9747651815414428,0.990264654159546,0.9807218313217164,0.0229785852134227
multi-output Tversky Loss,Al_big_grains,worst 10,1,sample_001810,0.4890300929546356,0.4987515807151794,0.4975094199180603,0.0563262514770031
multi-output Tversky Loss,Al_big_grains,worst 10,2,sample_000445,0.4900459051132202,0.4976472854614258,0.495316594839096,0.0829943045973777
multi-output Tversky Loss,Al_big_grains,worst 10,3,sample_000639,0.5549413561820984,0.6418738961219788,0.5033363103866577,0.1779579520225525
multi-output Tversky Loss,Al_big_grains,worst 10,4,sample_003731,0.5584836006164551,0.5925052762031555,0.5369320511817932,0.1595959812402725
multi-output Tversky Loss,Al_big_grains,worst 10,5,sample_007472,0.5995714068412781,0.7022794485092163,0.541739821434021,0.0719417408108711
multi-output Tversky Loss,Al_big_grains,worst 10,6,sample_007968,0.6571784019470215,0.7223870754241943,0.5681520700454712,0.2452020943164825
multi-output Tversky Loss,Al_big_grains,worst 10,7,sample_004241,0.721817672252655,0.7716040015220642,0.6284445524215698,0.121220588684082
multi-output Tversky Loss,Al_big_grains,worst 10,8,sample_008005,0.7292553782463074,0.7892190217971802,0.6535447835922241,0.1287047713994979
multi-output Tversky Loss,Al_big_grains,worst 10,9,sample_001159,0.7293685674667358,0.8684126138687134,0.7769944667816162,0.0733416453003883
multi-output Tversky Loss,Al_big_grains,worst 10,10,sample_001299,0.7332130670547485,0.8505467176437378,0.7647885084152222,0.0810828655958175
multi-output Tversky Loss,Al_deformed_LoG,best 10,1,sample_014314,0.9719064235687256,0.9830617904663086,0.9666904211044312,0.0173948369920253
multi-output Tversky Loss,Al_deformed_LoG,best 10,2,sample_011676,0.970718264579773,0.9811789989471436,0.9631277918815612,0.0199149213731288
multi-output Tversky Loss,Al_deformed_LoG,best 10,3,sample_014924,0.970699906349182,0.9843501448631288,0.9692124128341676,0.0162153746932744
multi-output Tversky Loss,Al_deformed_LoG,best 10,4,sample_009474,0.9700557589530944,0.9824161529541016,0.96568763256073,0.0219347160309553
multi-output Tversky Loss,Al_deformed_LoG,best 10,5,sample_009695,0.9691666960716248,0.983230471611023,0.9670404195785522,0.0251449979841709
multi-output Tversky Loss,Al_deformed_LoG,best 10,6,sample_012128,0.9685013294219972,0.9789661169052124,0.9589253664016724,0.0144248707219958
multi-output Tversky Loss,Al_deformed_LoG,best 10,7,sample_014143,0.968291401863098,0.97978013753891,0.9603667259216307,0.0239577796310186
multi-output Tversky Loss,Al_deformed_LoG,best 10,8,sample_015821,0.9680578112602234,0.9784151315689088,0.957795262336731,0.0173213928937912
multi-output Tversky Loss,Al_deformed_LoG,best 10,9,sample_017173,0.9678345918655396,0.9805876612663268,0.9621298909187316,0.0167432688176631
multi-output Tversky Loss,Al_deformed_LoG,best 10,10,sample_013093,0.9676573276519777,0.9776675701141356,0.956324815750122,0.020228799432516
multi-output Tversky Loss,Al_deformed_LoG,worst 10,1,sample_010082,0.8541344404220581,0.928240954875946,0.8663390278816223,0.100203588604927
multi-output Tversky Loss,Al_deformed_LoG,worst 10,2,sample_009435,0.8577483892440796,0.944480299949646,0.8952895998954773,0.1009734123945236
multi-output Tversky Loss,Al_deformed_LoG,worst 10,3,sample_012373,0.8737505674362183,0.9181420803070068,0.8491364121437073,0.0652862191200256
multi-output Tversky Loss,Al_deformed_LoG,worst 10,4,sample_012216,0.87577223777771,0.9360193610191344,0.8804013729095459,0.0890062376856803
multi-output Tversky Loss,Al_deformed_LoG,worst 10,5,sample_011927,0.8761004209518433,0.9228943586349488,0.8573207855224609,0.0781814604997634
multi-output Tversky Loss,Al_deformed_LoG,worst 10,6,sample_012855,0.8780934810638428,0.9279352426528932,0.8659567832946777,0.0684518739581108
multi-output Tversky Loss,Al_deformed_LoG,worst 10,7,sample_016560,0.8802137970924377,0.9748388528823853,0.950978934764862,0.0650033727288246
multi-output Tversky Loss,Al_deformed_LoG,worst 10,8,sample_010427,0.881218433380127,0.9048639535903932,0.8262577056884766,0.0672240555286407
multi-output Tversky Loss,Al_deformed_LoG,worst 10,9,sample_010066,0.8837819695472717,0.9339765906333924,0.8761358261108398,0.0793281495571136
multi-output Tversky Loss,Al_deformed_LoG,worst 10,10,sample_009448,0.8848205208778381,0.9104437232017516,0.8357646465301514,0.0618414841592311
multi-output Tversky Loss,Al_small_grains,best 10,1,sample_030055,0.9728028774261476,0.987062394618988,0.9745126962661744,0.0275418236851692
multi-output Tversky Loss,Al_small_grains,best 10,2,sample_035302,0.9715397357940674,0.9857336282730104,0.9718908071517944,0.0286869332194328
multi-output Tversky Loss,Al_small_grains,best 10,3,sample_032968,0.967107892036438,0.9754713773727416,0.952366054058075,0.0220200903713703
multi-output Tversky Loss,Al_small_grains,best 10,4,sample_035390,0.964455246925354,0.9780796766281128,0.9572418928146362,0.0301543436944484
multi-output Tversky Loss,Al_small_grains,best 10,5,sample_031478,0.9636387825012208,0.9764525890350342,0.9541949033737184,0.0322245322167873
multi-output Tversky Loss,Al_small_grains,best 10,6,sample_032604,0.9635945558547974,0.9779387712478638,0.9570854306221008,0.0269273351877927
multi-output Tversky Loss,Al_small_grains,best 10,7,sample_033488,0.9627397060394288,0.9738751649856568,0.9490926265716552,0.0298663824796676
multi-output Tversky Loss,Al_small_grains,best 10,8,sample_031355,0.9606599807739258,0.9712579250335692,0.9441361427307128,0.0269098039716482
multi-output Tversky Loss,Al_small_grains,best 10,9,sample_030579,0.9606516361236572,0.9737497568130492,0.9490194320678712,0.0252342876046895
multi-output Tversky Loss,Al_small_grains,best 10,10,sample_033335,0.9603581428527832,0.9730970859527588,0.9476039409637452,0.0271902717649936
multi-output Tversky Loss,Al_small_grains,worst 10,1,sample_033796,0.4931340515613556,0.5181959271430969,0.4352064728736877,0.1829737722873687
multi-output Tversky Loss,Al_small_grains,worst 10,2,sample_027971,0.5962444543838501,0.6577441096305847,0.4900327920913696,0.2341290265321731
multi-output Tversky Loss,Al_small_grains,worst 10,3,sample_030707,0.6603130102157593,0.7335149049758911,0.5868682861328125,0.1502070277929306
multi-output Tversky Loss,Al_small_grains,worst 10,4,sample_034420,0.722618579864502,0.8165042400360107,0.693885326385498,0.1196076422929763
multi-output Tversky Loss,Al_small_grains,worst 10,5,sample_034131,0.7349643707275391,0.8276833295822144,0.724085807800293,0.1833518892526626
multi-output Tversky Loss,Al_small_grains,worst 10,6,sample_028382,0.7973438501358032,0.8710384368896484,0.7789696455001831,0.0755840465426445
multi-output Tversky Loss,Al_small_grains,worst 10,7,sample_027792,0.8100084066390991,0.9518873691558838,0.9086727499961852,0.0361538045108318
multi-output Tversky Loss,Al_small_grains,worst 10,8,sample_034052,0.8321945667266846,0.896073579788208,0.8175859451293945,0.0471295453608036
multi-output Tversky Loss,Al_small_grains,worst 10,9,sample_027058,0.8357536792755127,0.9463084936141968,0.8980900049209595,0.10013098269701
multi-output Tversky Loss,Al_small_grains,worst 10,10,sample_027589,0.8467174768447876,0.8905411958694458,0.8055334091186523,0.0847057104110717
multi-output Tversky Loss,Cu,best 10,1,sample_042391,0.96285879611969,0.9732223749160768,0.9478662014007568,0.0251669865101575
multi-output Tversky Loss,Cu,best 10,2,sample_037001,0.9623652696609496,0.9676153659820556,0.9376252293586732,0.0147411283105611
multi-output Tversky Loss,Cu,best 10,3,sample_040988,0.9608980417251588,0.9701273441314696,0.9420654773712158,0.0202770717442035
multi-output Tversky Loss,Cu,best 10,4,sample_043667,0.9574130773544312,0.9667865037918092,0.9357379078865052,0.0302077755331993
multi-output Tversky Loss,Cu,best 10,5,sample_042097,0.9561315774917604,0.9608200192451476,0.9246363043785096,0.0171509534120559
multi-output Tversky Loss,Cu,best 10,6,sample_037395,0.955864191055298,0.9653003811836244,0.932957410812378,0.0293993726372718
multi-output Tversky Loss,Cu,best 10,7,sample_036022,0.954885482788086,0.9609978199005128,0.9251470565795898,0.0153624583035707
multi-output Tversky Loss,Cu,best 10,8,sample_038119,0.9545600414276124,0.9613156318664552,0.9255461096763612,0.0254255104809999
multi-output Tversky Loss,Cu,best 10,9,sample_035746,0.9544315338134766,0.963587522506714,0.9297369718551636,0.0205523297190666
multi-output Tversky Loss,Cu,best 10,10,sample_043694,0.9541426301002502,0.960451364517212,0.9242008924484252,0.0314664877951145
multi-output Tversky Loss,Cu,worst 10,1,sample_043225,0.4914700090885162,0.6746772527694702,0.5104527473449707,0.3645434081554413
multi-output Tversky Loss,Cu,worst 10,2,sample_036381,0.586990475654602,0.7663350105285645,0.6289215683937073,0.2663676738739013
multi-output Tversky Loss,Cu,worst 10,3,sample_037718,0.7359902858734131,0.8622166514396667,0.769216775894165,0.0623131617903709
multi-output Tversky Loss,Cu,worst 10,4,sample_041240,0.7651223540306091,0.890776515007019,0.803317666053772,0.0757177323102951
multi-output Tversky Loss,Cu,worst 10,5,sample_039559,0.7651858925819397,0.9129528999328612,0.839929461479187,0.0889293849468231
multi-output Tversky Loss,Cu,worst 10,6,sample_037721,0.7687746286392212,0.8010203838348389,0.6795311570167542,0.101107507944107
multi-output Tversky Loss,Cu,worst 10,7,sample_040309,0.7733613848686218,0.9114552736282348,0.8376307487487793,0.0704002305865287
multi-output Tversky Loss,Cu,worst 10,8,sample_038171,0.7783454656600952,0.949759840965271,0.9043335318565368,0.1710980832576751
multi-output Tversky Loss,Cu,worst 10,9,sample_036301,0.7791870832443237,0.8490644693374634,0.7377232313156128,0.1298884898424148
multi-output Tversky Loss,Cu,worst 10,10,sample_039525,0.7828415632247925,0.9604944586753844,0.9240000247955322,0.1370134800672531
multi-output Tversky Loss,IN718_twins,best 10,1,sample_049582,0.9832607507705688,0.9988685846328736,0.997739851474762,0.0223491359502077
multi-output Tversky Loss,IN718_twins,best 10,2,sample_047544,0.9825329780578612,0.99676775932312,0.9935572147369384,0.0194600038230419
multi-output Tversky Loss,IN718_twins,best 10,3,sample_049720,0.9822814464569092,0.9989193677902222,0.9978411197662354,0.0247876998037099
multi-output Tversky Loss,IN718_twins,best 10,4,sample_046070,0.9821428060531616,0.997903287410736,0.9958158731460572,0.0219274349510669
multi-output Tversky Loss,IN718_twins,best 10,5,sample_050981,0.982024908065796,0.9969806671142578,0.9939796328544616,0.0251114331185817
multi-output Tversky Loss,IN718_twins,best 10,6,sample_045737,0.9818782806396484,0.9969106316566468,0.9938415288925172,0.0263652987778186
multi-output Tversky Loss,IN718_twins,best 10,7,sample_045237,0.9817996621131896,0.9964274764060974,0.9928865432739258,0.0192122031003236
multi-output Tversky Loss,IN718_twins,best 10,8,sample_047139,0.981766939163208,0.9986536502838136,0.997310996055603,0.0284085236489772
multi-output Tversky Loss,IN718_twins,best 10,9,sample_047142,0.9817640781402588,0.9982792139053344,0.9965648651123048,0.0265907160937786
multi-output Tversky Loss,IN718_twins,best 10,10,sample_051362,0.981603980064392,0.9976084232330322,0.9952324628829956,0.0194529276341199
multi-output Tversky Loss,IN718_twins,worst 10,1,sample_051940,0.503898561000824,0.5585404634475708,0.4211497008800506,0.3172043859958648
multi-output Tversky Loss,IN718_twins,worst 10,2,sample_052044,0.5400629043579102,0.5624908804893494,0.4657894074916839,0.3014333844184875
multi-output Tversky Loss,IN718_twins,worst 10,3,sample_049435,0.5550358891487122,0.6091330051422119,0.4380540549755096,0.2654930055141449
multi-output Tversky Loss,IN718_twins,worst 10,4,sample_053080,0.591404914855957,0.5965158939361572,0.4251428842544555,0.1789943426847458
multi-output Tversky Loss,IN718_twins,worst 10,5,sample_052708,0.650007426738739,0.6886234283447266,0.525408923625946,0.2648079395294189
multi-output Tversky Loss,IN718_twins,worst 10,6,sample_052172,0.6915335655212402,0.6988222599029541,0.5382629036903381,0.1201408505439758
multi-output Tversky Loss,IN718_twins,worst 10,7,sample_048738,0.7378337383270264,0.7510044574737549,0.6015035510063171,0.0657283067703247
multi-output Tversky Loss,IN718_twins,worst 10,8,sample_047951,0.7478486895561218,0.7787157893180847,0.6379439234733582,0.1305917203426361
multi-output Tversky Loss,IN718_twins,worst 10,9,sample_049312,0.7546231150627136,0.7887826561927795,0.651889979839325,0.1351872980594635
multi-output Tversky Loss,IN718_twins,worst 10,10,sample_049849,0.7758491039276123,0.8448630571365356,0.7389706373214722,0.2206979691982269
multi-output Tversky Loss,Iron,best 10,1,sample_064309,0.970300018787384,0.9800137281417848,0.9609163999557496,0.0204290263354778
multi-output Tversky Loss,Iron,best 10,2,sample_064046,0.96854829788208,0.9876259565353394,0.9755554795265198,0.0309447459876537
multi-output Tversky Loss,Iron,best 10,3,sample_064568,0.9673765301704408,0.984567642211914,0.969612956047058,0.0192841533571481
multi-output Tversky Loss,Iron,best 10,4,sample_067106,0.9667989611625672,0.974650263786316,0.9506616592407228,0.0134223038330674
multi-output Tversky Loss,Iron,best 10,5,sample_064668,0.9666723012924194,0.979321539402008,0.9594815969467164,0.0225192811340093
multi-output Tversky Loss,Iron,best 10,6,sample_064907,0.9645551443099976,0.9800295829772948,0.9609030485153198,0.0288481190800666
multi-output Tversky Loss,Iron,best 10,7,sample_065195,0.9640374779701232,0.9732547402381896,0.9479910135269164,0.0202580150216817
multi-output Tversky Loss,Iron,best 10,8,sample_069933,0.9640353322029114,0.977461576461792,0.9559294581413268,0.0259829945862293
multi-output Tversky Loss,Iron,best 10,9,sample_069264,0.9633451700210572,0.9757291078567504,0.953092098236084,0.0131266936659812
multi-output Tversky Loss,Iron,best 10,10,sample_064181,0.963190734386444,0.9757647514343262,0.9529997706413268,0.0141322147101163
multi-output Tversky Loss,Iron,worst 10,1,sample_066140,0.5114235281944275,0.6832271814346313,0.5421187877655029,0.2505425810813904
multi-output Tversky Loss,Iron,worst 10,2,sample_066301,0.5618026256561279,0.7863297462463379,0.6717007756233215,0.2688133716583252
multi-output Tversky Loss,Iron,worst 10,3,sample_068992,0.6647762656211853,0.7326487898826599,0.5974366664886475,0.1630094647407531
multi-output Tversky Loss,Iron,worst 10,4,sample_063389,0.7669448852539062,0.8662304878234863,0.7848540544509888,0.0467007830739021
multi-output Tversky Loss,Iron,worst 10,5,sample_064347,0.7813197374343872,0.7901756763458252,0.6591793298721313,0.0604902356863021
multi-output Tversky Loss,Iron,worst 10,6,sample_063951,0.7841656804084778,0.90947425365448,0.8396943807601929,0.139808714389801
multi-output Tversky Loss,Iron,worst 10,7,sample_064556,0.7852951884269714,0.8417713642120361,0.756651759147644,0.0131616266444325
multi-output Tversky Loss,Iron,worst 10,8,sample_062967,0.7936244010925293,0.9489334225654602,0.9039812684059144,0.0788189321756362
multi-output Tversky Loss,Iron,worst 10,9,sample_068538,0.8022869825363159,0.9661940336227416,0.9346910119056702,0.0897340252995491
multi-output Tversky Loss,Iron,worst 10,10,sample_064543,0.8059577941894531,0.9505847096443176,0.906015694141388,0.0701620504260063
multi-output Tversky Loss,Iron_deformed,best 10,1,sample_055953,0.9651964902877808,0.975921094417572,0.9530903100967408,0.0101989973336458
multi-output Tversky Loss,Iron_deformed,best 10,2,sample_054288,0.963564157485962,0.9736585021018982,0.9486702680587769,0.0222193710505962
multi-output Tversky Loss,Iron_deformed,best 10,3,sample_057584,0.963342785835266,0.9752413034439088,0.9517035484313964,0.0168490968644619
multi-output Tversky Loss,Iron_deformed,best 10,4,sample_061881,0.9632556438446044,0.9739930629730223,0.949317455291748,0.0250669419765472
multi-output Tversky Loss,Iron_deformed,best 10,5,sample_060043,0.9630513191223145,0.9726415872573853,0.9467782974243164,0.0148737337440252
multi-output Tversky Loss,Iron_deformed,best 10,6,sample_053335,0.962209701538086,0.973326563835144,0.9480390548706056,0.019211946055293
multi-output Tversky Loss,Iron_deformed,best 10,7,sample_060569,0.9613395929336548,0.9769920110702516,0.9550210237503052,0.0209069736301898
multi-output Tversky Loss,Iron_deformed,best 10,8,sample_054521,0.9613059163093568,0.9700071811676024,0.9417680501937866,0.020147169008851
multi-output Tversky Loss,Iron_deformed,best 10,9,sample_060831,0.961048424243927,0.9758256077766418,0.9528603553771972,0.026795033365488
multi-output Tversky Loss,Iron_deformed,best 10,10,sample_061758,0.9605113863945008,0.97038596868515,0.9426084756851196,0.0254237130284309
multi-output Tversky Loss,Iron_deformed,worst 10,1,sample_057275,0.4377136826515198,0.468410313129425,0.4405750930309295,0.1308973878622055
multi-output Tversky Loss,Iron_deformed,worst 10,2,sample_058762,0.6426726579666138,0.7163758873939514,0.5594487190246582,0.1402720808982849
multi-output Tversky Loss,Iron_deformed,worst 10,3,sample_061725,0.6660724878311157,0.7664285898208618,0.6215962171554565,0.1957488507032394
multi-output Tversky Loss,Iron_deformed,worst 10,4,sample_057439,0.6668500304222107,0.6447916626930237,0.47805917263031,0.0925283282995224
multi-output Tversky Loss,Iron_deformed,worst 10,5,sample_059535,0.7215249538421631,0.8257104754447937,0.7062580585479736,0.1557146906852722
multi-output Tversky Loss,Iron_deformed,worst 10,6,sample_059576,0.7602951526641846,0.8642539381980896,0.7640984058380127,0.1310389041900634
multi-output Tversky Loss,Iron_deformed,worst 10,7,sample_059722,0.7740013599395752,0.839308500289917,0.7446887493133545,0.0536528825759887
multi-output Tversky Loss,Iron_deformed,worst 10,8,sample_060839,0.7769016623497009,0.83154296875,0.7117056846618652,0.0855877250432968
multi-output Tversky Loss,Iron_deformed,worst 10,9,sample_058305,0.7805336117744446,0.8498605489730835,0.7398679256439209,0.1751950234174728
multi-output Tversky Loss,Iron_deformed,worst 10,10,sample_055515,0.7826200723648071,0.9272018671035768,0.867856502532959,0.0509307123720645
multi-output Tversky Loss,Ti7Al,best 10,1,sample_079138,0.9911455512046814,0.998064398765564,0.9961438179016112,0.0069658448919653
multi-output Tversky Loss,Ti7Al,best 10,2,sample_077653,0.990885615348816,0.9983130693435668,0.996637523174286,0.0097683975473046
multi-output Tversky Loss,Ti7Al,best 10,3,sample_079448,0.9753108024597168,0.9905657768249512,0.9813108444213868,0.0165905952453613
multi-output Tversky Loss,Ti7Al,best 10,4,sample_071760,0.975264012813568,0.9897373914718628,0.979720175266266,0.0152418864890933
multi-output Tversky Loss,Ti7Al,best 10,5,sample_078873,0.9725308418273926,0.9836441874504088,0.967888593673706,0.0158182103186845
multi-output Tversky Loss,Ti7Al,best 10,6,sample_074550,0.9724037051200868,0.9862807989120485,0.9729330539703368,0.0188652612268924
multi-output Tversky Loss,Ti7Al,best 10,7,sample_073407,0.9722360968589784,0.9847170114517212,0.9700218439102172,0.0150828789919614
multi-output Tversky Loss,Ti7Al,best 10,8,sample_075119,0.9717490673065186,0.9834680557250975,0.967717170715332,0.0140506923198699
multi-output Tversky Loss,Ti7Al,best 10,9,sample_076045,0.9716520309448242,0.988418459892273,0.9771105647087096,0.0173535980284214
multi-output Tversky Loss,Ti7Al,best 10,10,sample_075665,0.9715368747711182,0.9831409454345704,0.96712726354599,0.0110068302601575
multi-output Tversky Loss,Ti7Al,worst 10,1,sample_078672,0.39978688955307,0.3704636693000793,0.242164134979248,0.1349132359027862
multi-output Tversky Loss,Ti7Al,worst 10,2,sample_079887,0.4053845107555389,0.4521474838256836,0.4126543998718261,0.2017643451690673
multi-output Tversky Loss,Ti7Al,worst 10,3,sample_073272,0.4606172442436218,0.4166925847530365,0.2782127857208252,0.124135784804821
multi-output Tversky Loss,Ti7Al,worst 10,4,sample_078131,0.4815503656864166,0.5504040122032166,0.3900672197341919,0.2358172833919525
multi-output Tversky Loss,Ti7Al,worst 10,5,sample_075274,0.4848494529724121,0.5403565764427185,0.3708088994026184,0.1081113740801811
multi-output Tversky Loss,Ti7Al,worst 10,6,sample_077570,0.5185304880142212,0.5579969882965088,0.4032182395458221,0.148089200258255
multi-output Tversky Loss,Ti7Al,worst 10,7,sample_078009,0.5228045582771301,0.5441691875457764,0.3804383873939514,0.1381303071975708
multi-output Tversky Loss,Ti7Al,worst 10,8,sample_076699,0.5325864553451538,0.6987912654876709,0.5410040616989136,0.1887102127075195
multi-output Tversky Loss,Ti7Al,worst 10,9,sample_073381,0.5875246524810791,0.613548755645752,0.5615590214729309,0.0267961919307708
multi-output Tversky Loss,Ti7Al,worst 10,10,sample_072952,0.6549556255340576,0.770127534866333,0.6422677040100098,0.1695445328950882
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,1,sample_024827,0.98284649848938,0.9908366203308104,0.9818423986434937,0.0183935090899467
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,2,sample_024836,0.981513738632202,0.9905019402503968,0.981190264225006,0.0153489420190453
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,3,sample_019073,0.9814709424972534,0.9896440505981444,0.9795105457305908,0.0162471551448106
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,4,sample_023573,0.9800387024879456,0.9889399409294128,0.978142499923706,0.0172684174031019
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,5,sample_024693,0.9799378514289856,0.9872221946716307,0.974804162979126,0.0156852286309003
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,6,sample_023009,0.9795992374420166,0.9859850406646729,0.9723873138427734,0.01795195043087
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,7,sample_022095,0.979411244392395,0.9902755618095398,0.9807706475257874,0.0232254080474376
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,8,sample_025254,0.9781196713447572,0.9852137565612792,0.9709056615829468,0.0190868098288774
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,9,sample_024743,0.9778352379798888,0.9875479936599731,0.9754042625427246,0.017581820487976
multi-output Tversky Loss ReduceLROnPlateau,Al,best 10,10,sample_018971,0.9772899150848388,0.9850398302078248,0.970542311668396,0.0184223670512437
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,1,sample_026164,0.4311233758926391,0.39107745885849,0.30087411403656,0.2236707657575607
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,2,sample_023199,0.4669862687587738,0.502856969833374,0.3757238984107971,0.3022059202194214
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,3,sample_019559,0.4824424982070923,0.4920724034309387,0.4843922853469848,0.0253325533121824
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,4,sample_026539,0.798416256904602,0.9401962757110596,0.8909753561019897,0.0354679748415946
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,5,sample_020404,0.7997035980224609,0.9718085527420044,0.9453927874565125,0.1168908178806305
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,6,sample_025384,0.8017361164093018,0.8529515266418457,0.7639768123626709,0.0164361279457807
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,7,sample_023511,0.8053813576698303,0.8627629280090332,0.7769190073013306,0.0403600297868251
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,8,sample_019796,0.8243245482444763,0.811897873878479,0.6966931819915771,0.0884264409542083
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,9,sample_024794,0.8291286826133728,0.9779521226882936,0.9571452140808104,0.1024542301893234
multi-output Tversky Loss ReduceLROnPlateau,Al,worst 10,10,sample_022545,0.8302314877510071,0.9682741165161132,0.9385436177253724,0.110344760119915
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,1,sample_008710,0.9870372414588928,0.9895541667938232,0.9795358180999756,0.0072579882107675
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,2,sample_000043,0.9810010194778442,0.9897772073745728,0.9797697067260742,0.017730463296175
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,3,sample_000600,0.9785748720169068,0.9929845333099364,0.9860668778419496,0.0276546254754066
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,4,sample_005907,0.9784135818481444,0.984510600566864,0.9695030450820924,0.012817969545722
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,5,sample_007139,0.9774088859558104,0.9848693609237672,0.9701921939849854,0.0132358493283391
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,6,sample_001956,0.9769253134727478,0.9913507103919984,0.9828606843948364,0.021265123039484
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,7,sample_000240,0.9761077165603638,0.9861898422241212,0.9727692008018494,0.0185552537441253
multi-output Tversky Loss ReduceLROnPlateau,Al_big_grains,best 10,8,sample_002782,0.9756057262420654,0.983307123184204,0.9671911001205444,0.014594548381865
