model_display,Al,Al_big_grains,Al_deformed_LoG,Al_small_grains,Cu,IN718_twins,Iron,Iron_deformed,Ti7Al
0702-1451_oneoutput,0.7259048032094879,0.6187469632081364,0.6170958218992584,0.6841403807418934,0.6024115902425529,0.7993678785342109,0.588464770577292,0.6100705044487863,0.5539288145714792
