model,n_samples,dice_mean,iou_mean,rmse_mean,rmse_whole_mean,nrmse_mean,nrmse_whole_mean,nrmse_positive_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,integrated_intensity_abs_relative_error_mean,spot_recognition_mean,reconstruction_rmse,total_eval_seconds,seconds_per_sample,seconds_per_spot,samples_per_second,spots_per_second
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,5000,0.6843063085496426,0.5493452544569969,0.13499827879853546,0.033707080843579026,0.471747916739434,131.91952496569826,0.47227221411094067,0.8576468678891659,0.7997406891703606,0.19574158259443938,0.7746540147781372,1.531766435990123e-10,80.96337385312654,0.016192674770625307,0.008096337385312654,61.75631970414628,123.51263940829256
final_20260727-152943_oneoutput_augmented_spots_train_e2000_b10_lr0.0001_s1,5000,0.6290881281167269,0.5637743645012379,0.16523018179943263,0.039027917575040066,0.5552536413026482,42.21682267246386,0.5571190724464599,0.6452936799138784,0.6313829644948245,0.4603270206997326,0.7319289729177951,3.527924877513248e-11,79.95076499599963,0.015990152999199928,0.007995076499599964,62.53848853416446,125.07697706832892
