model,model_path,sample_name,selected_target_for_output,dice_mean,iou_mean,rmse_mean,rmse_whole_mean,nrmse_mean,nrmse_whole_mean,nrmse_positive_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,integrated_intensity_abs_relative_error_mean,spot_recognition_mean,reconstruction_rmse,batch_eval_seconds,batch_seconds_per_sample,batch_seconds_per_spot,donor_keys,experiment,measured_overlap_fraction,requested_overlap_fraction,split,n_spots_<50%,n_spots_50-70%,n_spots_70-90%,n_spots_>90%
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026341,target_1,0.6370697021484375,0.5386996269226074,0.07159963995218277,0.03800760209560394,0.3498104214668274,0.6671388149261475,0.34980979561805725,0.9064858555793762,0.7576760053634644,0.11345424503087997,0.7827350497245789,1.1641532182693481e-10,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|6607|6607|36603', '?|Al_segvol.h5|494|7525|42139']",Al_segvol,0.6371428571428571,0.6465963792711836,train,0,1,0,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026344,target_0,0.9085253477096558,0.8341217041015625,0.10200240463018417,0.03377015143632889,0.21071457862854004,0.2286311686038971,0.21069422364234924,0.9787192344665527,0.9750257134437561,0.032861270010471344,0.9032614231109619,0.0,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|5553|12585|70673', '?|Al_segvol.h5|5898|5898|32763']",Al_segvol,0.36801752464403065,0.3736537382401127,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026367,target_0,0.7763617038726807,0.6505914926528931,0.07585828006267548,0.016931800171732903,0.38544535636901855,0.5725597143173218,0.38502073287963867,0.9258854389190674,0.8436025977134705,0.07974608242511749,0.8502517342567444,0.0,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|6452|6452|35596', '?|Al_segvol.h5|582|582|3289']",Al_segvol,0.4206128133704735,0.4218542690581851,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026386,target_1,0.9344214797019958,0.8795136213302612,0.1064838171005249,0.04131198674440384,0.17945024371147156,0.18800806999206543,0.17943570017814636,0.9839836955070496,0.9822965264320374,0.039189018309116364,0.9139688014984131,1.322223885935614e-09,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|3838|10872|60450', '?|Al_segvol.h5|3960|10992|61110']",Al_segvol,0.21906453522794553,0.2026887494223334,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026390,target_1,0.713921070098877,0.5905301570892334,0.07397948205471039,0.023345261812210083,0.18556758761405945,0.4364294409751892,0.18558037281036377,0.98204505443573,0.8907729387283325,0.045802947133779526,0.8199707865715027,0.0,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|6765|13798|77177', '?|Al_segvol.h5|5438|5438|30174']",Al_segvol,0.281767955801105,0.259917556175944,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026407,target_1,0.6452070474624634,0.5186222195625305,0.19491055607795715,0.0672057718038559,0.5809749960899353,0.6079599857330322,0.5809749960899353,0.7817903757095337,0.7657058238983154,0.26685476303100586,0.7251482009887695,5.074426434603652e-10,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|943|943|5167', '?|Al_segvol.h5|3671|3671|20069']",Al_segvol,0.8230174081237911,0.8165165903803903,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026428,target_0,0.8614122867584229,0.7566447854042053,0.05464809387922287,0.022980770096182823,0.2586412727832794,0.47843822836875916,0.25864508748054504,0.9617167711257935,0.8707853555679321,0.036397043615579605,0.9033820629119873,0.0,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|5581|5581|31043', '?|Al_segvol.h5|4565|11597|64627']",Al_segvol,0.15311653116531165,0.1516994914860569,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026444,target_1,0.7952913045883179,0.6708600521087646,0.05605734512209892,0.03337860107421875,0.18735527992248535,0.36566361784935,0.18735262751579285,0.9805128574371338,0.9178799390792847,0.024689853191375732,0.8696169853210449,1.1641532182693481e-10,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|1865|1865|10290', '?|Al_segvol.h5|3321|10352|57636']",Al_segvol,0.23503649635036497,0.23014420539851957,train,0,0,1,1
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026445,target_1,0.6927646398544312,0.5679230093955994,0.1611103117465973,0.0520787313580513,0.368821918964386,0.4161840081214905,0.368821918964386,0.9186173677444458,0.8954647779464722,0.1313333809375763,0.7658271789550781,1.822188067102104e-09,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|628|7660|42938', '?|Al_segvol.h5|2832|9868|55148']",Al_segvol,0.588855421686747,0.6259766356962904,train,0,1,1,0
final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1,checkpoints/final_20260702-145153_augmented_spots_train_e200_b10_lr0.0001_s1.pth,sample_026452,target_0,0.7872520685195923,0.6714984774589539,0.18259207904338837,0.07896842807531357,0.6393285393714905,0.6455467343330383,0.6393285393714905,0.7014849781990051,0.6980025768280029,0.411187082529068,0.8023300170898438,4.656612873077393e-10,0.010820555966347456,0.000338142373948358,0.000169071186974179,"['?|Al_segvol.h5|5319|12349|69152', '?|Al_segvol.h5|7021|7021|39405']",Al_segvol,0.8790765848296079,0.8496780959234626,train,0,0,2,0
