model,<50%,50-70%,70-90%,>90%,total_spots,<50%_fraction,50-70%_fraction,70-90%_fraction,>90%_fraction
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,107,389,5032,34472,40000,0.002675,0.009725,0.1258,0.8618
