model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|584|1566|652676,14,0.8929743639060429,0.8170815408229828,0.06261131553245443,0.9120495702539172,0.900530972651073,0.9151815261159625,0.8610718131065369
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|344|344|124986,15,0.8656915128231049,0.8096645752588908,0.03516344980647167,0.9053277413050334,0.8755077918370565,0.9152640263239543,0.7985697507858276
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|431|431|12457,4,0.8532105088233948,0.7843768894672394,0.022673343773931265,0.9912700802087784,0.9146048277616501,0.9152685701847076,0.8469886600971221
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|21|21|5364,13,0.8985159901472238,0.8328324143703167,0.06792034509663399,0.9235774920536921,0.9013288066937373,0.915297820017888,0.8589611768722534
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|545|1526|637732,21,0.8877530239877247,0.8164038260777792,0.05710471532351914,0.8990754527705056,0.8947667209875017,0.9153241543542772,0.8637650012969971
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|4869|9813|311624,3,0.9190460443496704,0.8557433684666952,0.088356152176857,0.8831769227981567,0.8683805465698242,0.9153449336687723,0.8648144006729126
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|15772|15772|1659766,3,0.8948708573977152,0.8193205197652181,0.06413394957780838,0.9399902025858561,0.9363117615381876,0.9153684576352438,0.9111156463623047
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|15976|15976|1680293,3,0.8938996394475301,0.808655321598053,0.06292745471000671,0.9731837113698324,0.9729137023289999,0.9154860973358154,0.9113245487213135
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|161|1142|441223,12,0.8933575302362442,0.8260150204102198,0.06233005101482073,0.912509135901928,0.9041262144843737,0.9155137489239374,0.8751979351043702
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|1883|9577|856945,3,0.8945089181264242,0.8186657428741455,0.06344906551142533,0.9213119149208069,0.9154283006985983,0.9155299266179403,0.8626000761985779
